Citing,Cited,total_citation,author_overlap,author_overlap_ratio,cite_per_bib,cite_per_ref,in_table,citation_length,occurence_in_sections,occurs_in_group,reference_overlap,distance_between_citance,tfidf_Title,tfidf_Abstract,tfidf_Citance_Title (max),tfidf_Citance_Title (avg),tfidf_Citance_Abstract (max),tfidf_Citance_Abstract (avg),pos_max,pos_avg,neg_max,neg_avg,neu_max,neu_avg,com_max,com_avg,wmd_title,wmd_abstract,wmd_body,wmd_citance_max,wmd_citance_avg,kw_title,kw_abstract,kw_body,bib_Author_overlap,bib_Title_overlap,bib_Venue_overlap,Label
D07-1091,C00-2105,1,0,0,0.035714285714286,0.028571428571429,0,88,15,1,0,0,0,0.031023240829537,0.043245687921988,0.043245687921988,0.017831649199218,0.017831649199218,0.044,0.044,0,0,0.956,0.956,0.4019,0.4019,0.510115331754194,0.140383651124987,0.09727786548181,0.27032475667764,0.27032475667764,0,2,9,0,0,0.058823529411765,0
C08-2026,P04-1084,1,0,0,0.076923076923077,0.071428571428572,0,153,3,1,0.230769230769231,0,0.170776113190116,0.018494438080438,0.059064728932595,0.059064728932595,0.134694402221241,0.134694402221241,0.02,0.02,0.021,0.021,0.959,0.959,-0.298,-0.298,0.667574718043159,0.298247951621848,0.249813292707745,0.237196049363152,0.237196049363152,1,2,6,0.047619047619048,0.230769230769231,0.181818181818182,0
C10-2157,P04-1084,1,0,0,0.041666666666667,0.023809523809524,0,81,12,1,0.041666666666667,0,0,0,0.038635195337172,0.038635195337172,0.143724984246412,0.143724984246412,0,0,0,0,1,1,0,0,0.590542679999984,0.217215865439926,0.239312092774079,0.275437423421479,0.275437423421479,0,0,5,0,0.041666666666667,0.086956521739131,0
D07-1078,P04-1084,1,0,0,0.058823529411765,0.014925373134328,0,133,11,1,0.058823529411765,0,0,0.012516055369856,0.075243273584443,0.075243273584443,0.161707440703337,0.161707440703337,0.072,0.072,0,0,0.928,0.928,0.8271,0.8271,0.550317644614996,0.219614901463689,0.223601165995245,0.244125253063141,0.244125253063141,0,0,7,0.055555555555556,0.058823529411765,0.285714285714286,0
P04-1083,P04-1084,5,1,1,0.238095238095238,0.089285714285714,0,153.8,6,1,0.047619047619048,3584.25,0,0.113668075309056,0.048862864964397,0.083526568922304,0.138487830527825,0.267551498877724,0.062,0.0156,0.017,0.0052,1,0.979,0.8777,0.15788,0.649128083044891,0.221795612369499,0.194777316236181,0.20470436582295,0.188597313855463,0,6,11,0.051282051282051,0.047619047619048,0.25,1
P06-1123,P04-1084,2,1,0.666666666666667,0.117647058823529,0.028985507246377,0,113.5,9,0,0.058823529411765,3232,0,0.010447078197183,0,0,0.005781503802881,0.011563007605762,0.134,0.094,0.052,0.0515,0.895,0.8545,0.6908,0.3904,0.541319691463484,0.200253170094675,0.242547384657383,0.237634417382925,0.234248451069883,0,1,4,0.052631578947369,0.058823529411765,0.181818181818182,2
P10-1146,P04-1084,1,0,0,0.037037037037037,0.016393442622951,0,120,10,1,0.037037037037037,0,0,0.03747973478936,0.072461846132289,0.072461846132289,0.101660599024746,0.101660599024746,0.05,0.05,0.033,0.033,0.917,0.917,0.4835,0.4835,0.515868146281883,0.220938899378218,0.247127511607625,0.192735664493496,0.192735664493496,0,1,6,0.035714285714286,0.037037037037037,0.095238095238095,0
C10-1064,P05-1045,1,0,0,0.041666666666667,0.028571428571429,0,73,14,0,0,0,0,0.073067045607366,0,0,0,0,0.074,0.074,0,0,0.926,0.926,0.3167,0.3167,0.429321460521276,0.164830037237195,0.092245217934464,0.277283030360042,0.277283030360042,0,5,3,0,0,0.095238095238095,1
C10-1083,P05-1045,1,0,0,0.052631578947369,0.026315789473684,0,88,9,1,0,0,0,0.016408010916532,0.041641415592919,0.041641415592919,0.063849289447202,0.063849289447202,0.041,0.041,0.021,0.021,0.937,0.937,0.4019,0.4019,0.389444610379794,0.179999378090007,0.089596065657549,0.188290492577648,0.188290492577648,0,1,6,0,0,0.066666666666667,1
C10-1087,P05-1045,1,0,0,0.038461538461539,0.023809523809524,0,63,10,0,0,0,0,0.086453708757724,0.026211010000106,0.026211010000106,0.046012956705972,0.046012956705972,0,0,0,0,1,1,0,0,0.490197120708323,0.168405954659498,0.086230672668819,0.219086177483567,0.219086177483567,0,3,5,0,0,0.0625,1
C10-1091,P05-1045,1,0,0,0.041666666666667,0.022222222222222,0,62,12,0,0,0,0,0.021367691655274,0,0,0,0,0.048,0.048,0.161,0.161,0.791,0.791,-0.7708,-0.7708,0.51099527622372,0.224183232065827,0.106606442165597,0.286225160609452,0.286225160609452,0,1,3,0,0,0.0625,1
C10-1105,P05-1045,1,0,0,0.0625,0.038461538461539,0,213,16,0,0,0,0,0.033597262419819,0,0,0.021312039610747,0.021312039610747,0.208,0.208,0,0,0.792,0.792,0.9915,0.9915,0.483244988015082,0.117430853987949,0.08540231723341,0.266049102320409,0.266049102320409,0,3,5,0,0,0.0625,1
C10-1131,P05-1045,1,0,0,0.023255813953488,0.014925373134328,0,95,10,1,0,0,0,0.107679657781327,0,0,0.015283040162506,0.015283040162506,0.041,0.041,0,0,0.959,0.959,0.1779,0.1779,0.501707777826819,0.132604210111386,0.09718508156743,0.264379155104542,0.264379155104542,0,9,7,0.065934065934066,0,0.037037037037037,1
C10-2058,P05-1045,1,0,0,0.016666666666667,0.015384615384615,0,266,11,1,0,0,0.407114652680914,0.073905648026808,0.058812285228902,0.058812285228902,0.020613836346183,0.020613836346183,0.062,0.062,0.012,0.012,0.926,0.926,0.875,0.875,0.275626051954638,0.128072011826175,0.097328184446533,0.181890630711646,0.181890630711646,2,3,4,0,0,0.047619047619048,0
C10-2078,P05-1045,2,0,0,0.117647058823529,0.044444444444445,0,80,12,1,0,1442,0.053550953149967,0.026306305571739,0,0,0.016857615074446,0.026362363190055,0.082,0.041,0,0,1,0.959,0.8176,0.4088,0.536708919117726,0.153382270414818,0.09954577685633,0.291903679123368,0.242463843389639,0,1,6,0,0,0.125,1
C10-3011,P05-1045,1,0,0,0.125,0.083333333333333,0,248,3,0,0,0,0,0.030056253446353,0.019639009516366,0.019639009516366,0.007722960356922,0.007722960356922,0.059,0.059,0.031,0.031,0.91,0.91,0.4767,0.4767,0.582548176116201,0.152754398940272,0.119029606322449,0.201028768047936,0.201028768047936,0,3,3,0,0,0.285714285714286,1
D07-1033,P05-1045,10,0,0,0.333333333333333,0.090909090909091,1,199.9,13,1,0,4203.33333333333,0.120832230469598,0.165423665416649,0.086511857790759,0.211469998581014,0.0791371917124,0.161448921739357,0.066,0.03,0.074,0.0287,1,0.9415,0.8817,0.11955,0.511601997829415,0.130407747205619,0.141675616297294,0.288183027796281,0.213330019635781,1,5,12,0.169491525423729,0,0.125,2
D08-1035,P05-1045,1,0,0,0.032258064516129,0.013157894736842,0,134,15,1,0,0,0,0.056664226413493,0.064956594811377,0.064956594811377,0.130561805489961,0.130561805489961,0.041,0.041,0,0,0.959,0.959,0.6705,0.6705,0.599636950357306,0.147093574218645,0.089453310288028,0.175346867284217,0.175346867284217,0,3,9,0,0,0.2,0
D09-1016,P05-1045,2,0,0,0.095238095238095,0.038461538461539,0,100,17,1,0,1725,0.21205496332774,0.075014809873705,0.062914879338316,0.110478186883991,0.085625762802063,0.090544983797549,0.104,0.0765,0,0,0.951,0.9235,0.8271,0.71975,0.403357177828104,0.171693741729377,0.090402257866049,0.184100810644054,0.164207570992062,2,4,8,0.111111111111111,0,0.055555555555556,1
D09-1057,P05-1045,2,0,0,0.090909090909091,0.037037037037037,0,99,13,0,0,1231,0,0.041398356339361,0.023950073442011,0.047900146884022,0.035541096178764,0.038884917407404,0.116,0.0775,0.014,0.007,0.961,0.9155,0.926,0.5016,0.526957495912938,0.208874197553329,0.086924457862592,0.301392070608502,0.240993251404035,0,3,7,0.037735849056604,0,0.105263157894737,1
D09-1101,P05-1045,1,0,0,0.025,0.013157894736842,0,124,13,0,0,0,0,0.021433746545796,0,0,0.015250856701371,0.015250856701371,0.023,0.023,0,0,0.977,0.977,0.4019,0.4019,0.611449516189487,0.190201034680211,0.095403772655765,0.303968405017403,0.303968405017403,0,1,4,0.024096385542169,0,0.142857142857143,1
D09-1119,P05-1045,1,0,0,0.035714285714286,0.016666666666667,0,179,13,1,0,0,0,0.127011795391753,0.051694039310046,0.051694039310046,0.082740947557947,0.082740947557947,0.064,0.064,0.011,0.011,0.925,0.925,0.8225,0.8225,0.591702512327033,0.139764535163138,0.113519335096117,0.12724742312547,0.12724742312547,0,6,10,0,0,0.125,0
D09-1120,P05-1045,1,0,0,0.041666666666667,0.01219512195122,0,340,12,0,0,0,0,0.037202597487365,0.050441217562777,0.050441217562777,0.04030169532939,0.04030169532939,0.091,0.091,0.033,0.033,0.876,0.876,0.8401,0.8401,0.564784710828488,0.156071188171909,0.109545920688082,0.153464107133354,0.153464107133354,0,3,6,0.019607843137255,0,0.055555555555556,1
D09-1158,P05-1045,1,0,0,0.0625,0.019607843137255,0,108,14,0,0,0,0,0.010744432181195,0.029168630914563,0.029168630914563,0.072791502703489,0.072791502703489,0.032,0.032,0,0,0.968,0.968,0.34,0.34,0.415643946361272,0.15981222511584,0.131181148851591,0.21798916925068,0.21798916925068,0,2,10,0,0,0.071428571428572,1
D10-1048,P05-1045,1,1,0.142857142857143,0.041666666666667,0.012048192771084,0,125,22,1,0,0,0,0.108616999440697,0,0,0.029575861382558,0.029575861382558,0.024,0.024,0,0,0.976,0.976,0.2023,0.2023,0.658843995905854,0.178491973745096,0.077547910719333,0.233492195680525,0.233492195680525,0,6,6,0.041666666666667,0,0.133333333333333,1
D10-1099,P05-1045,1,0,0,0.041666666666667,0.017543859649123,0,99,33,0,0,0,0.061230943345445,0.115744287990162,0,0,0.01577902053605,0.01577902053605,0.066,0.066,0.033,0.033,0.9,0.9,0.5175,0.5175,0.627437736476064,0.151048573344109,0.089332247481237,0.264642767408788,0.264642767408788,1,4,7,0.03448275862069,0,0.043478260869565,1
D11-1034,P05-1045,1,0,0,0.033333333333333,0.023255813953488,0,81,10,1,0,0,0,0.093498583215064,0,0,0.039446594678968,0.039446594678968,0,0,0.018,0.018,0.982,0.982,-0.1027,-0.1027,0.509517069179372,0.20038293197005,0.141745541444184,0.20676865079177,0.20676865079177,0,3,4,0,0,0.074074074074074,1
D11-1072,P05-1045,0,0,0,0,0,0,150.666666666667,16,0,0,1568,0,0.026886347788757,0,0,0.025356513343646,0.028717110599317,0.041,0.037333333333333,0.077,0.031,0.961,0.931666666666666,0.5994,0.1354,0.601777153020796,0.148582406552617,0.095100755678859,0.243130682979245,0.212171453145669,0,2,4,0,0,0.111111111111111,1
D11-1075,P05-1045,1,0,0,0.05,0.023255813953488,0,117,18,1,0.05,0,0.232246341124078,0.047471726719115,0,0,0.019108611294678,0.019108611294678,0.018,0.018,0.019,0.019,0.963,0.963,-0.0258,-0.0258,0.431892529724969,0.14615371990115,0.111777623557451,0.193264388674258,0.193264388674258,2,3,8,0,0.05,0.111111111111111,0
D11-1135,P05-1045,0,0,0,0,0,0,74,10,0,0,0,0,0.101595311026079,0.047423575871064,0.047423575871064,0.018725243084664,0.018725243084664,0,0,0,0,1,1,0,0,0.589265485361389,0.17785042429659,0.104211368870264,0.290954698549692,0.290954698549692,0,4,6,0,0,0.041666666666667,1
D11-1141,P05-1045,2,0,0,0.046511627906977,0.027027027027027,0,53,10,1,0.023255813953488,2187,0,0.004437035064028,0,0,0.042914916762713,0.059186198259846,0.062,0.05,0,0,0.962,0.95,0.34,0.3291,0.519605449683126,0.20072130993456,0.144189740552593,0.310708487351392,0.25996113006117,0,0,7,0,0.023255813953488,0.054054054054054,1
D11-1144,P05-1045,0,0,0,0,0,0,274,16,0,0,0,0.061230943345445,0.03376009127511,0.008630308700055,0.008630308700055,0.014858562816477,0.014858562816477,0.101,0.101,0.006,0.006,0.894,0.894,0.9781,0.9781,0.463660498906751,0.154302142060132,0.086008487920635,0.176110231521405,0.176110231521405,1,3,10,0.050420168067227,0,0.1,0
D12-1009,P05-1045,1,0,0,0.026315789473684,0.016393442622951,0,133,19,1,0,0,0,0.066313994401123,0.0334845265316,0.0334845265316,0.059528896624715,0.059528896624715,0.085,0.085,0.042,0.042,0.873,0.873,0.7269,0.7269,0.599261505859046,0.137931272263031,0.084880284375479,0.162043947431826,0.162043947431826,0,4,8,0.018181818181818,0,0.088235294117647,1
D12-1042,P05-1045,1,0,0,0.066666666666667,0.01219512195122,0,169,13,1,0,0,0.053550953149967,0.044647674785857,0.038647489003313,0.038647489003313,0.023473915956501,0.023473915956501,0.036,0.036,0.076,0.076,0.888,0.888,-0.5859,-0.5859,0.413081060943709,0.130271370431025,0.084197219822319,0.172492875408344,0.172492875408344,1,1,7,0,0,0,0
D12-1072,P05-1045,1,0,0,0.055555555555556,0.027777777777778,0,98,22,1,0,0,0,0.123085916766739,0,0,0.011730086612472,0.011730086612472,0,0,0,0,1,1,0,0,0.545432077383581,0.151363036414814,0.100017757989304,0.193511749815283,0.193511749815283,0,4,9,0,0,0.066666666666667,0
D12-1076,P05-1045,1,0,0,0.045454545454546,0.019607843137255,0,137,12,0,0,0,0,0.053052352160496,0.072084761622187,0.072084761622187,0.058161035526789,0.058161035526789,0.026,0.026,0.039,0.039,0.936,0.936,-0.2023,-0.2023,0.463363443986377,0.167369597724809,0.090294246095895,0.167827351095383,0.167827351095383,0,3,5,0,0,0.052631578947369,1
D12-1080,P05-1045,2,0,0,0.105263157894737,0.035087719298246,0,79,13,0,0,4163,0.073574746105895,0.021060337288832,0.254058926120114,0.508117852240229,0.071464799663485,0.126012184389263,0.084,0.042,0,0,1,0.958,0.8126,0.4063,0.42404396902602,0.164874145158132,0.068605909570986,0.349981611330084,0.282716295126591,1,2,8,0,0,0.0625,1
D12-1092,P05-1045,2,0,0,0.068965517241379,0.032786885245902,0,93,19,1,0,457,0.057006553419236,0.053057193050986,0.089341876294006,0.09824256882898,0.046265746206079,0.046768606134619,0.143,0.0885,0.052,0.026,0.966,0.8855,0.836,0.61895,0.42716763201292,0.177848340430117,0.122435086962197,0.32183903989592,0.301557285446426,1,4,8,0,0,0.043478260869565,0
D12-1131,P05-1045,1,0,0,0.022222222222222,0.015384615384615,0,134,9,1,0.044444444444445,0,0,0.090556299554159,0.133241141569323,0.133241141569323,0.135532256228555,0.135532256228555,0.036,0.036,0.021,0.021,0.943,0.943,0.25,0.25,0.439870931209013,0.149396338265485,0.095167171583617,0.184449389925276,0.184449389925276,0,7,6,0.101010101010101,0.044444444444445,0.086956521739131,0
D13-1040,P05-1045,1,0,0,0.035714285714286,0.014285714285714,0,120,10,1,0,0,0.066559246607949,0.042831640460251,0,0,0.009577931518398,0.009577931518398,0,0,0.021,0.021,0.979,0.979,-0.34,-0.34,0.521840848345268,0.150704687190731,0.102097350973497,0.234074841240063,0.234074841240063,1,3,5,0.013888888888889,0,0.12,1
D13-1042,P05-1045,1,0,0,0.047619047619048,0.015625,0,176,23,0,0,0,0,0.012898828684977,0.012947779878155,0.012947779878155,0.01848873627419,0.01848873627419,0.032,0.032,0.039,0.039,0.928,0.928,-0.0739,-0.0739,0.496190197345369,0.189814868440161,0.0915243526513,0.233640023573527,0.233640023573527,0,3,2,0,0,0.090909090909091,1
D13-1043,P05-1045,1,0,0,0.058823529411765,0.015625,0,45,8,0,0,0,0.073574746105895,0.0546981697506,0,0,0,0,0.062,0.062,0,0,0.938,0.938,0.3818,0.3818,0.531394915485919,0.193254750748265,0.0978828914326,0.284950121362212,0.284950121362212,1,4,3,0,0,0.071428571428572,1
D13-1103,P05-1045,1,0,0,0.029411764705882,0.022222222222222,0,91,19,1,0,0,0,0.028374138385751,0,0,0.031365474321429,0.031365474321429,0.088,0.088,0,0,0.912,0.912,0.7003,0.7003,0.605969636481117,0.156992967427936,0.114251817262333,0.294753369083796,0.294753369083796,0,3,5,0,0,0.03030303030303,1
D13-1117,P05-1045,1,1,0.333333333333333,0.041666666666667,0.017543859649123,0,47,13,0,0,0,0,0.06947379439558,0,0,0.06559935102733,0.06559935102733,0.082,0.082,0,0,0.918,0.918,0.3991,0.3991,0.527308728052049,0.152632810587407,0.133860792286561,0.338488936718451,0.338488936718451,0,6,9,0,0,0.066666666666667,2
D13-1136,P05-1045,1,1,0.666666666666667,0.047619047619048,0.029411764705882,0,128,6,1,0,0,0.057006553419236,0.08532519400121,0,0,0.030859075686016,0.030859075686016,0.01,0.01,0.044,0.044,0.946,0.946,-0.296,-0.296,0.493577230150245,0.195170445748532,0.112265211240369,0.271322587820708,0.271322587820708,1,4,7,0,0,0.052631578947369,1
D13-1142,P05-1045,1,0,0,0.052631578947369,0.03448275862069,0,135,12,1,0,0,0,0.052592603393206,0,0,0.023334971348596,0.023334971348596,0.042,0.042,0,0,0.958,0.958,0.6652,0.6652,0.515015275107688,0.113145927743293,0.087627325195223,0.225578326574523,0.225578326574523,0,5,4,0,0,0.058823529411765,0
D13-1159,P05-1045,2,0,0,0.095238095238095,0.025641025641026,0,205,18,0,0,2124,0,0.068574931072294,0.027584477687417,0.038000321593612,0.026509932857923,0.028322561655101,0.1,0.0585,0.063,0.04,0.92,0.902,0.9713,0.14525,0.537410425715618,0.135619367164303,0.113063838188058,0.225182451504958,0.22215674063763,0,2,7,0,0,0.05,0
D13-1178,P05-1045,1,0,0,0.038461538461539,0.018867924528302,0,35,18,0,0,0,0,0,0,0,0,0,0,0,0.157,0.157,0.843,0.843,-0.6369,-0.6369,0.543113022313068,0.153402242550393,0.083452862243049,0.30428700124028,0.30428700124028,0,0,2,0,0,0.117647058823529,1
D13-1191,P05-1045,1,1,0.333333333333333,0.025641025641026,0.011627906976744,0,214,14,0,0,0,0,0.011935446836973,0,0,0.014487603673473,0.014487603673473,0.048,0.048,0.036,0.036,0.915,0.915,0.3869,0.3869,0.474641750735843,0.161358470911719,0.087981270260599,0.169176615946887,0.169176615946887,0,1,6,0,0,0.045454545454546,1
E09-1007,P05-1045,0,0,0,0,0,0,75,18,0,0,5193,0.057006553419236,0.048773770136763,0.03231583589372,0.036806503046015,0.019725657859139,0.023881370161585,0.148,0.074,0,0,1,0.926,0.9584,0.4792,0.513083293879902,0.175060807310064,0.094908691786699,0.396996245615746,0.299650320486054,1,3,3,0.024390243902439,0,0.090909090909091,0
E09-1011,P05-1045,1,0,0,0.05,0.025641025641026,0,133,12,1,0,0,0,0.053813203102359,0,0,0.007774894587579,0.007774894587579,0.009,0.009,0,0,0.991,0.991,0.0516,0.0516,0.390895009889511,0.152814362531608,0.09994961067946,0.22157297367749,0.22157297367749,0,4,5,0,0,0.1,1
E09-1037,P05-1045,1,0,0,0.03030303030303,0.018181818181818,0,204,14,1,0.03030303030303,0,0.106585102625426,0.097434162606319,0.077761480908893,0.077761480908893,0.08686153286873,0.08686153286873,0.083,0.083,0.048,0.048,0.869,0.869,0.7351,0.7351,0.442339917028418,0.123271169151368,0.147343440517846,0.186094864387558,0.186094864387558,1,6,9,0.109090909090909,0.03030303030303,0.157894736842105,0
E09-1091,P05-1045,1,0,0,0.035714285714286,0.019607843137255,0,86,17,0,0,0,0,0.031730643957329,0,0,0.024759998897366,0.024759998897366,0,0,0.025,0.025,0.975,0.975,-0.2732,-0.2732,0.433930743694847,0.181662052885489,0.128704778397091,0.227291583598385,0.227291583598385,0,1,5,0,0,0.083333333333333,1
E12-1029,P05-1045,1,0,0,0.027777777777778,0.014084507042254,0,86,20,1,0,0,0.073574746105895,0.080870964163122,0,0,0.028989602547832,0.028989602547832,0.073,0.073,0,0,0.927,0.927,0.7404,0.7404,0.452479154341661,0.164300548529167,0.08708883768726,0.243342009615589,0.243342009615589,1,2,6,0.057692307692308,0,0.03448275862069,1
E12-1033,P05-1045,1,0,0,0.03125,0.012820512820513,0,173,17,0,0,0,0.050656087645095,0.041994353968567,0.024165737870048,0.024165737870048,0.046171435096989,0.046171435096989,0.017,0.017,0.016,0.016,0.967,0.967,0.0772,0.0772,0.383897464523623,0.152410516303024,0.07595304320293,0.231581945382182,0.231581945382182,1,3,7,0,0,0.08,1
E12-1054,P05-1045,1,1,2,0.027777777777778,0.013513513513514,0,30,16,0,0,0,0,0.050785717856703,0,0,0,0,0,0,0,0,1,1,0,0,0.587721599683982,0.166435732586122,0.094171421906751,0.330471048402049,0.330471048402049,0,3,5,0,0,0.0625,1
I08-4013,P05-1045,1,1,0.571428571428571,0.111111111111111,0.047619047619048,0,341,7,1,0,0,0,0.082707988457908,0.260542045017949,0.260542045017949,0.209390400641312,0.209390400641312,0.05,0.05,0.021,0.021,0.929,0.929,0.9024,0.9024,0.538930166859466,0.167235228483907,0.127280760781854,0.113731684357582,0.113731684357582,0,4,14,0.368421052631579,0,0,0
I08-5014,P05-1045,1,0,0,0.166666666666667,0.083333333333333,0,145,15,0,0,0,0,0.062085494304293,0,0,0.021696667749529,0.021696667749529,0.02,0.02,0,0,0.98,0.98,0.4404,0.4404,0.44596925862622,0.171823403590603,0.092868761184886,0.178194118656923,0.178194118656923,0,2,6,0,0,0.166666666666667,1
I08-6004,P05-1045,1,0,0,0.076923076923077,0.03448275862069,0,252,16,0,0,0,0,0.023958582836616,0,0,0.008050960107798,0.008050960107798,0.03,0.03,0.011,0.011,0.959,0.959,0.4168,0.4168,0.436201908347018,0.170354053219426,0.100505890934543,0.164514228807197,0.164514228807197,0,3,4,0,0,0.083333333333333,1
J11-1002,P05-1045,0,1,0.857142857142857,0,0,0,284,19,0,0,0,0.061230943345445,0.068801454354121,0.069433219632081,0.069433219632081,0.102343380348626,0.102343380348626,0.035,0.035,0.01,0.01,0.956,0.956,0.7269,0.7269,0.43073673836272,0.172719607495899,0.119549601496254,0.155332073420163,0.155332073420163,1,4,4,0,0,0.083333333333333,0
J12-4004,P05-1045,0,0,0,0,0,0,71,17,0,0,0,0,0.093498583215064,0,0,0.033884315605167,0.033884315605167,0,0,0,0,1,1,0,0,0.509517069179372,0.20038293197005,0.099966979361442,0.18896178057103,0.18896178057103,0,3,3,0,0,0.054054054054054,1
J13-2001,P05-1045,1,0,0,0.017241379310345,0.005714285714286,0,394,24,0,0,0,0,0.017845194912721,0,0,0.006314519291882,0.006314519291882,0.032,0.032,0.037,0.037,0.931,0.931,-0.1901,-0.1901,0.537189825033887,0.194606307301554,0.121181819953166,0.225002303981274,0.225002303981274,0,1,7,0.022222222222222,0,0.066666666666667,1
L08-1267,P05-1045,1,0,0,0.111111111111111,0.055555555555556,0,232,7,1,0,0,0,0.022700102208842,0.024228099158528,0.024228099158528,0.040056365098181,0.040056365098181,0.055,0.055,0.01,0.01,0.935,0.935,0.8627,0.8627,0.520630222835711,0.168070749448301,0.090490793970056,0.188264199226475,0.188264199226475,0,3,1,0,0,0.111111111111111,0
L08-1328,P05-1045,1,1,0.857142857142857,0.066666666666667,0.029411764705882,0,91,3,1,0,0,0,0.02008056927704,0,0,0.04323706064586,0.04323706064586,0.055,0.055,0.03,0.03,0.915,0.915,0.3167,0.3167,0.690763342561466,0.166380810546935,0.113695613217151,0.198884995822778,0.198884995822778,0,1,3,0.028571428571429,0,0,1
L08-1584,P05-1045,0,0,0,0,0,0,20,14,0,0,1830,0,0.027147585333452,0,0,0.010784125777752,0.010784125777752,0,0,0,0,1,1,0,0,0.430046527259493,0.183200062439287,0.136326609144486,0.260223060283304,0.260223060283304,0,3,6,0,0,0.055555555555556,0
N06-1054,P05-1045,3,0,0,0.166666666666667,0.0625,0,43.3333333333333,15,1,0,212,0,0.075862265505043,0.015235062038427,0.045705186115282,0.014644922752946,0.032012969701523,0.13,0.059,0.044,0.014666666666667,1,0.926333333333333,0.6222,0.2246,0.412515447687559,0.164577855120118,0.087819892836543,0.326636883752359,0.247480128770999,0,5,6,0,0,0.230769230769231,1
N07-1009,P05-1045,2,0,0,0.095238095238095,0.038461538461539,0,117.5,11,0,0,221,0.046043606474268,0.070205679720292,0,0,0.059824096228016,0.059953561655993,0.087,0.079,0.08,0.0645,0.864,0.857,0.4767,0.36415,0.457362681808395,0.124989171999446,0.095214118821418,0.215857589211091,0.174791535809131,0,3,8,0.162162162162162,0,0.153846153846154,0
N07-1011,P05-1045,1,0,0,0.03448275862069,0.019230769230769,0,70,11,1,0.03448275862069,0,0,0.041501753192689,0.046667253102355,0.046667253102355,0.025977360508131,0.025977360508131,0,0,0.035,0.035,0.965,0.965,-0.3182,-0.3182,0.584940611400269,0.191218392125143,0.106577730364906,0.237312240340688,0.237312240340688,0,2,7,0.02,0.03448275862069,0.058823529411765,0
N07-1042,P05-1045,1,0,0,0.055555555555556,0.017857142857143,0,64,9,1,0.055555555555556,0,0,0.066093375627393,0.09436380090901,0.09436380090901,0.084940924037844,0.084940924037844,0.059,0.059,0.06,0.06,0.881,0.881,-0.0258,-0.0258,0.483222555943059,0.160947470167783,0.118328371830004,0.18729886771934,0.18729886771934,0,3,6,0.08,0.055555555555556,0.142857142857143,0
N07-2046,P05-1045,1,1,0.8,0.111111111111111,0.04,0,26,7,1,0.111111111111111,0,0.073574746105895,0.044274908020965,0,0,0.056441040586742,0.056441040586742,0.099,0.099,0,0,0.901,0.901,0.3182,0.3182,0.436647556363249,0.144155882997811,0.100939721229032,0.272505688562354,0.272505688562354,1,1,5,0.227272727272727,0.111111111111111,0.142857142857143,0
N09-1037,P05-1045,1,1,0.5,0.058823529411765,0.027777777777778,0,80,15,1,0,0,0,0.030079143479947,0.076803505756917,0.076803505756917,0.061432767912642,0.061432767912642,0,0,0,0,1,1,0,0,0.531963383657672,0.168534849058214,0.083914547135223,0.264256583859792,0.264256583859792,0,2,8,0,0,0.153846153846154,1
N09-1068,P05-1045,1,1,0.5,0.05,0.021739130434783,0,80,14,1,0,0,0,0.036440630925364,0,0,0.052947185696826,0.052947185696826,0.054,0.054,0,0,0.946,0.946,0.4939,0.4939,0.506791191760361,0.20631441228818,0.099506613166537,0.198982427432733,0.198982427432733,0,4,9,0,0,0.214285714285714,1
N10-1068,P05-1045,1,0,0,0.04,0.022727272727273,0,49,9,1,0,0,0,0.039139454042758,0.048788961505065,0.048788961505065,0.041330310910841,0.041330310910841,0.114,0.114,0,0,0.886,0.886,0.6486,0.6486,0.51242543104147,0.176058189792794,0.108706902070329,0.274262684288745,0.274262684288745,0,3,9,0,0,0.157894736842105,0
N10-1072,P05-1045,1,0,0,0.05,0.038461538461539,0,40,17,0,0,0,0,0.080405807871752,0,0,0,0,0,0,0,0,1,1,0,0,0.637990499452146,0.191490296551355,0.103829019975855,0.342939611042097,0.342939611042097,0,3,4,0,0,0.0625,1
N10-1117,P05-1045,1,0,0,0.071428571428572,0.03448275862069,0,126,15,1,0,0,0,0.09079316956842,0.034107250201401,0.034107250201401,0.110407256758346,0.110407256758346,0.101,0.101,0,0,0.899,0.899,0.9231,0.9231,0.397057025139347,0.128489760597156,0.106583245091598,0.167750266266328,0.167750266266328,0,5,7,0.052631578947369,0,0.083333333333333,0
N10-1121,P05-1045,1,0,0,0.045454545454546,0.01219512195122,0,229,15,0,0,0,0.073574746105895,0.063102971901034,0.021777519636876,0.021777519636876,0.039239200384843,0.039239200384843,0.01,0.01,0.011,0.011,0.98,0.98,-0.0516,-0.0516,0.423968758083504,0.178166586679693,0.115352802983556,0.218835031470039,0.218835031470039,1,3,4,0,0,0.105263157894737,1
N12-1008,P05-1045,4,0,0,0.137931034482759,0.08,0,160.25,8,1,0,501.333333333333,0.066559246607949,0.107027027993125,0.027942433221637,0.040234728793451,0.078786993002753,0.123653837207841,0.097,0.0735,0.01,0.0025,0.981,0.92375,0.9371,0.67675,0.487624686870748,0.18251440007001,0.088506657907879,0.187023650339437,0.154089715158029,1,5,10,0,0,0.153846153846154,1
